term,pos,notes,is_case_sensitive,translation_af,notes_af,translation_ar,notes_ar,translation_ar_eg,notes_ar_eg,translation_ar_iq,notes_ar_iq,translation_az,notes_az,translation_az_az,notes_az_az,translation_bn,notes_bn,translation_bn_bd,notes_bn_bd,translation_bn_in,notes_bn_in,translation_ca,notes_ca,translation_cmn,notes_cmn,translation_cs,notes_cs,translation_da,notes_da,translation_de,notes_de,translation_el,notes_el,translation_en_gb,notes_en_gb,translation_en_us,notes_en_us,translation_es,notes_es,translation_es_419,notes_es_419,translation_es_ar,notes_es_ar,translation_es_co,notes_es_co,translation_es_es,notes_es_es,translation_es_mx,notes_es_mx,translation_et,notes_et,translation_fa,notes_fa,translation_fi,notes_fi,translation_fr,notes_fr,translation_hi,notes_hi,translation_hi_in,notes_hi_in,translation_hu,notes_hu,translation_id,notes_id,translation_id_id,notes_id_id,translation_it,notes_it,translation_it_it,notes_it_it,translation_ja,notes_ja,translation_ka,notes_ka,translation_kn,notes_kn,translation_ko,notes_ko,translation_ko_kr,notes_ko_kr,translation_ky,notes_ky,translation_lo_la,notes_lo_la,translation_lt,notes_lt,translation_mn,notes_mn,translation_mr,notes_mr,translation_mr_in,notes_mr_in,translation_ms,notes_ms,translation_my,notes_my,translation_nb,notes_nb,translation_ne,notes_ne,translation_nl,notes_nl,translation_pa,notes_pa,translation_pl,notes_pl,translation_pl_pl,notes_pl_pl,translation_ps,notes_ps,translation_pt,notes_pt,translation_pt_br,notes_pt_br,translation_pt_mz,notes_pt_mz,translation_pt_pt,notes_pt_pt,translation_ro,notes_ro,translation_ru,notes_ru,translation_ru_ru,notes_ru_ru,translation_si_lk,notes_si_lk,translation_sq_al,notes_sq_al,translation_sv,notes_sv,translation_te,notes_te,translation_tr,notes_tr,translation_tzm,notes_tzm,translation_uk,notes_uk,translation_uk_ua,notes_uk_ua,translation_ur,notes_ur,translation_vi,notes_vi,translation_zh,notes_zh,translation_zh-hans,notes_zh-hans,translation_zh_cn,notes_zh_cn,translation_zh_hk,notes_zh_hk,translation_zh_sg,notes_zh_sg,translation_zh_tw,notes_zh_tw
scope||scopes,noun,,false,,,,,,,,,,,,,,,,,,,,,,,rozsah platnosti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スコープ||範囲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,escopo||escopos,,,,âmbito||âmbitos,,,,область видимости,,,,,,,,,,,,,,,,,,scope||scopes,,,,,,,,,,作用域,"审定公布名词 https://www.termonline.cn/search?searchText=作用域
标识符在程序代码中的可用范围。",,,,,,
semaphore,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,semáforo,,,,semáforo||semáforos,,,,семафор,,,,,,,,,,,,,,,,семафор,,semaphore,,,,,,,,,,信号量,,,,,,,
sequence||sequences,noun,,false,,,,,,,,,,,,,,,,,,,,,,,sekvence; posloupnost; sekvenční datový typ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シーケンス||配列,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sequência||sequências,,,,sequência||sequências||sequenciais||sequence||sequences||subsequência||subsequências,,,,последовательность,,,,,,,,,,,,,,,,послідовність,,sequence||sequences,,,,,,,,,,序列,,,,,,,
serialize||serializes,verb,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serializa||serializar||serializam||serialize,,,,serializar||serializa||serializada,,,,сериализовать,,,,,,,,,,,,,,,,,,serialize||serializes,,,,,,,,,,序列化,,,,,,,
shallow copy||shallow copies,noun,,false,,,,,,,,,,,,,,,,,,,,,,,mělká kopie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,płytka kopia,,,,,,,,cópia rasa||cópias rasas,,,,cópia superficial||cópias superficiais||cópia rasa||cópias rasas,,,,поверхностная копия||поверхностное копирование,,,,,,,,,,,,,,,,,,shallow copy||shallow copies,,,,,,,,,,浅拷贝,,,,,,,
shared library,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,共有ライブラリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,współdzielona biblioteka,,,,,,,,biblioteca compartilhada,,,,biblioteca compartilhada,,,,разделяемая библиотека,,,,,,,,,,,,,,,,,,shared library,,,,,,,,,,共享库,,,,,,,
shell,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シェル,,,,,,셸,,,,,,,,,,,,,,,,,,,,,,,,,,,,powłoka,,,,,,,,console,"Conforme o contexto: ao tratar do interpretador interativo, usar sempre “console”, evitando confusão com o shell do sistema operacional",,,casca||shell||ambiente||consola,,,,командная оболочка||оболочка,,,,,,,,,,,,,,,,оболонка,,shell,,,,,,,,,,shell,外壳程序,,,,,,
single dispatch,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,despacho único||single dispatch,,,,одиночная диспетчеризация,,,,,,,,,,,,,,,,,,single dispatch,,,,,,,,,,单分派,,,,,,,
single-phase initialization||single phase initialization,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一段階初期化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inicialização monofásica,,,,inicialização monofásica||inicialização de fase única,,,,однофазная инициализация,,,,,,,,,,,,,,,,,,single-phase initialization||single phase initialization,,,,,,,,,,单阶段初始化,,,,,,,
singleton,noun,"""a software design pattern that restricts the instantiation of a class to one ""single"" instance."" (https://en.wikipedia.org/wiki/Singleton_pattern)",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シングルトン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singleton,Gênero masculino,,,singleton||singular||único elemento,,,,синглтон,,,,,,,,,,,,,,,,одинак,,singleton,,,,,,,,,,单例,,,,,,,
slice||slices||slicing,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatiamento||fatia||fatias||fatiando,,,,divisão||dividir||dividido||segmentação||slice||fatia||fatiar||corte||fatiação||slices||slicing,,,,отрезок||слайс,,,,,,,,,,,,,,,,,,slice||slices||slicing,,,,,,,,,,切片,,,,,,,
socket,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soquete,,,,tomada||socket||sockets,,,,сокет,,,,,,,,,,,,,,,,сокет,,socket,,,,,,,,,,套接字,,,,,,,
socket families,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,famílias de soquete,,,,famílias de tomadas||famílias de sockets,,,,семейства сокетов,,,,,,,,,,,,,,,,,,socket families,,,,,,,,,,套接字协议簇,,,,,,,
soft keyword||soft-keyword,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ソフトキーワード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,palavra reservada contextual,,,,palavra reservada suave,,,,мягкое ключевое слово,,,,,,,,,,,,,,,,,,soft keyword||soft-keyword,,,,,,,,,,软关键字,,,,,,,
soft keywords,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ソフトキーワード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,palavras reservadas contextuais,,,,palavras reservadas suaves,,,,мягкие ключевые слова,,,,,,,,,,,,,,,,,,soft keywords,,,,,,,,,,软关键字,复数形式,,,,,,
sort,verb,,false,,,,,,,,,,,,,,,,,,,,,,,seřadit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sortować,,,,,,,,ordenar,,,,ordenar||ordenação||classificação||sort||pode-se||ordene-a||ordena,,,,сортировать,,,,,,,,,,,,,,,,сортувати,,sort,,,,,,,,,,排序,,,,,,,
source code,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ソースコード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kod źródłowy,,,,,,,,código-fonte,,,,código-fonte||código fonte,,,,исходный код,,,,,,,,,,,,,,,,,,source code,,,,,,,,,,源代码,,,,,,,
source distribution,noun,See distutils/introduction,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distribuição fonte,,,,distribuição,,,,,,,,,,,,,,,,,,,,,,source distribution,,,,,,,,,,源代码分发,,,,,,,
special forms,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,formas especiais,,,,formulários especiais||formas especiais,,,,специальные формы,,,,,,,,,,,,,,,,,,special forms,,,,,,,,,,特殊形式,,,,,,,
special method,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,特殊メソッド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,método especial,,,,método especial,,,,специальный метод,,,,,,,,,,,,,,,,,,special method,,,,,,,,,,特殊方法,,,,,,,
stack trace||stack traces,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ślad stosu,,,,,,,,stack trace (situação da pilha de execução)||stack traces (situação da pilha de execução),v. traceback,,,rastreio da stack,,,,трассировка стека,,,,,,,,,,,,,,,,,,stack trace,,,,,,,,,,栈回溯,,,,,,,
statement||statements,noun,,false,,,,,,,,,,,,,,,,,,,,,,,příkaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instrukcja,,,,,,,,instrução||instruções,"instrução (termo melhor e mais genérico) ou alternativamente, comando (quando se trata comandos de controle de fluxo) ou declaração (como class, def, global);

No fundo, em Python não há instruções meramente declarativas pois tudo se dá em tempo de execução. def é um comando que cria uma função e atribui seu nome a uma variável no escopo atual. import executa o módulo e cria variáveis no escopo global etc. Por isso o termo genérico instrução é melhor que comando ou declaração",,,declaração||declarações||instrução||instruções,,,,инструкция,,,,,,,,,,,,,,,,інструкція,,statement||statements,,,,,,,,,,语句,,,,,,,
static method||static methods,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,静的メソッド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,método estático||métodos estáticos,,,,método estático||métodos estáticos,,,,статический метод,,,,,,,,,,,,,,,,статичний метод,,static method||static methods,,,,,,,,,,静态方法,,,,,,,
stderr,noun,"Technical term in Unix-like systems meaning ""standard error"" (output)",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stderr,,,,,,,,stderr,,,,stderr,,,,стандартный поток ошибок||stderr,"В зависимости от контекста либо оставляется без изменений, либо переводится.",,,,,,,,,,,,,,,,,stderr,,,,,,,,,,标准错误,,,,,,,
stdin,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stdin,,,,,,,,stdin,,,,stdin,,,,стандартный поток ввода||stdin,"В зависимости от контекста либо оставляется без изменений, либо переводится.",,,,,,,,,,,,,,,,,stdin,,,,,,,,,,标准输入,,,,,,,
stdout,noun,"Technical term in Unix-like systems meaning ""standard output""",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stdout,,,,,,,,stdout,,,,stdout,,,,стандартный поток вывода||stdout,"В зависимости от контекста либо оставляется без изменений, либо переводится.",,,,,,,,,,,,,,,,,stdout,,,,,,,,,,标准输出,,,,,,,
string||strings,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συμβολοσειρά,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文字列,,,,,,문자열,,,,,,,,,,,,,,,,,,,,,,,,,,,,napis,,,,,,,,string||strings,É uma cadeia de caracteres.,,,string||strings,,,,строка,,,,,,,,,,,,,,,,рядок,,string||strings,,,,,,,,,,字符串,,,,,,,
stringize||stringizes,verb,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transformar em string||transforma em string||transformam em string,,,,converter em string||converte em string,,,,,,,,,,,,,,,,,,,,,,stringize||stringizes,,,,,,,,,,字符串化,,,,,,,
stringized,adjective,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transformado em string||transformada em string||transformados em string||transformadas em string,,,,serializado como string,,,,,,,,,,,,,,,,,,,,,,stringized,,,,,,,,,,字符串化,,,,,,,
strong reference||strong references,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,強参照,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,referência forte||referências fortes,,,,referência forte||referências fortes||strong reference||strong references,,,,сильная ссылка,,,,,,,,,,,,,,,,,,strong reference||strong references,,,,,,,,,,强引用,,,,,,,
struct,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estrutura,,,,estrutura||struct||subestrutura,,,,структура,,,,,,,,,,,,,,,,,,struct,,,,,,,,,,结构,,,,,,,
structural subtyping,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,構造的部分型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subtipagem estrutural,,,,subtipagem estrutural,,,,структурная подтипизация,,,,,,,,,,,,,,,,,,structural subtyping,,,,,,,,,,结构子类型,,,,,,,
subclass||subclasses,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,サブクラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,podklasa,,,,,,,,subclasse||subclasses,,,,subclasse||subclasses||subtipos||sub-classes||sub-classe,,,,подкласс,,,,,,,,,,,,,,,,підклас,,subclass||subclasses,,,,,,,,,,子类,,,,,,,
subclause,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subcláusula,,,,subcláusula,,,,подфраза,,,,,,,,,,,,,,,,,,subclause,,,,,,,,,,子句,,,,,,,
sub-interpreter||sub-interpreters||subinterpreter||subinterpreters,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subinterpretador||subinterpretadores,,,,subinterpretadores||subinterpretador||sub-interpretador||sub-interpretadores,,,,подинтерпретатор,,,,,,,,,,,,,,,,,,sub-interpreter||sub-interpreters||subinterpreter||subinterpreters,,,,,,,,,,子解析器,,,,,,,
subkey,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subchave,,,,subchave,,,,подключ,,,,,,,,,,,,,,,,підключ,,subkey,,,,,,,,,,子键,,,,,,,
subprocess||subprocesses,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,サブプロセス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subprocesso||subprocessos,,,,subprocesso||subprocessos||subprocess,,,,подпроцесс,,,,,,,,,,,,,,,,підпроцес,,subprocess||subprocesses,,,,,,,,,,子进程,,,,,,,
subroutine,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-rotina,,,,sub-rotina,,,,подпрограмма,,,,,,,,,,,,,,,,,,subroutine,,,,,,,,,,子程序,,,,,,,
subscription,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,添字表記,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subscrição,,,,subscrição||subíndice||subíndices||subscrito||subscritos||subscrita||subscritas,,,,подписка,,,,,,,,,,,,,,,,підписка,,subscription,,,,,,,,,,下标,,,,,,,
subtype,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,サブタイプ,,,,,,하위 타입,,,,,,,,,,,,,,,,,,,,,,,,,,,,podtyp,,,,,,,,subtipo,,,,subtipo||instância||subtipos||subtype,,,,подтип,,,,,,,,,,,,,,,,підтип,,subtype,,,,,,,,,,子类型,,,,,,,
superclass,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スーパークラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,superclasse,,,,superclasse,,,,суперкласс,,,,,,,,,,,,,,,,,,superclass,,,,,,,,,,超类,,,,,,,
symbolic link||symbolic links,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シンボリックリンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,link simbólico||links simbólicos,,,,ligação simbólica||link simbólico||links simbólicos,,,,символическая ссылка,,,,,,,,,,,,,,,,,,symbolic link,,,,,,,,,,符号链接,,,,,,,
symlink||symlinks,noun,symbolic link,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シンボリックリンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,link simbólico||links simbólicos,,,,link simbólico||links simbólicos||ligação simbólica||ligações simbólicas||symlinks||symlink,,,,символическая ссылка,,,,,,,,,,,,,,,,,,symlink||symlinks,,,,,,,,,,符号链接,,,,,,,
syntax||syntaxes,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,構文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,składnia||składni||składnią||składnię,,,,,,,,sintaxe||sintaxes,,,,sintaxe||sintaxes||sintática||sintático||sintáticos||sintáticas,,,,синтаксис,,,,,,,,,,,,,,,,синтаксис,,syntax||syntaxes,,,,,,,,,,语法,"syntax 之前的术语是“句法”，但“语法”更普遍，已有的翻译也已经大规模使用“语法”。
因此从“句法”改成“语法”。",,,,,,
tangent,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tangente,,,,tangente,,,,тангенс,,,,,,,,,,,,,,,,,,tangent,,,,,,,,,,正切,,,,,,,
template string||template strings,noun,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,string template||strings template,,,,template string||template strings||strings de template,,,,шаблонная строка,,,,,,,,,,,,,,,,шаблонна строка,,template string||template strings,,,,,,,,,,模板字符串,,,,,,,
terminate,verb,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zakończyć,,,,,,,,encerrar,,,,terminar||encerrar||terminá-lo||terminará||terminate||terminam||terminação||termine||terminem,,,,завершить,,,,,,,,,,,,,,,,переривати/завершувати,,terminate,,,,,,,,,,终止,,,,,,,
text encoding,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kodowanie tekstu,,,,,,,,codificação do texto,,,,codificação de texto||text encoding,,,,кодировка текста,,,,,,,,,,,,,,,,кодування тексту,,text encoding,,,,,,,,,,文本编码,,,,,,,
text file,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plik tekstowy,,,,,,,,arquivo texto,,,,ficheiro de texto,,,,текстовый файл,,,,,,,,,,,,,,,,текстовий файл,,text file,,,,,,,,,,文本文件,,,,,,,
third-party,adjective,Related to a person or group besides the two primarily involved in a situation. e.g. third-party modules.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,サードパーティ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zewnętrzny,,,,,,,,de terceiros,"ex., software de terceiros, módulo de terceiros.",,,terceiros,,,,сторонний||от третьих лиц,,,,,,,,,,,,,,,,,,third-party,,,,,,,,,,第三方,,,,,,,
thread||threads,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wątek,,,,,,,,thread||threads,gênero feminino,,,thread||threads,,,,поток,,,,,,,,,,,,,,,,потік,,thread||threads,,,,,,,,,,线程,,,,,,,
thread specific storage,noun,a.k.a. TSS; related to thread-local storage (TLS),false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,armazenamento específico de thread,"ou TSS, abreviação do termo original thread specific storagem; relacionado a ""armazenamento local de thread"" (TLS)",,,armazenamento específico da thread,,,,,,,,,,,,,,,,,,,,,,thread specific storage,,,,,,,,,,线程专用存储,,,,,,,
thread-local storage,noun,a.k.a. TLS,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,armazenamento local de thread,"ou TLS, abreviação do nome original Thread-Local Storage",,,armazenamento local de thread||armazenamento local de threads,,,,потоко-специфичное хранилище,,,,,,,,,,,,,,,,,,thread-local storage,,,,,,,,,,线程本地存储,,,,,,,
thread-safe||thread safe,adjective,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スレッドセーフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seguro para thread||segura para thread||seguros para thread||seguras para thread,,,,segura para thread||seguras para threads||seguro para threads||seguro para thread||thread-safe||thread safe||thread||seguros para threads||segura para threads,,,,потокобезопасный,,,,,,,,,,,,,,,,потокобезпечний,,thread-safe||thread safe,,,,,,,,,,线程安全,,,,,,,
time zone||time zones||timezone||timezones,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,タイムゾーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strefa czasowa,,,,,,,,fuso horário||fusos horários,,,,fusos horários||fuso horário,,,,часовой пояс||временная зона||временной пояс,,,,,,,,,,,,,,,,часовий пояс,,time zone||time zones||timezone||timezones,,,,,,,,,,时区,,,,,,,
timeout,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,タイムアウト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tempo limite,,,,tempo limite||timeout,,,,таймаут,,,,,,,,,,,,,,,,,,timeout,,,,,,,,,,超时,,,,,,,
token||tokens,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,token,,,,,,,,token||tokens||símbolo||símbolos,,,,token||tokens,,,,символ||знак||токен,,,,,,,,,,,,,,,,токен,,token||tokens,,,,,,,,,,记号,"审定公布名词 https://www.termonline.cn/search?searchText=token
不知道审定公布的是不是最好的，暂且先这样",,,,,,
